code_interne;type;ICDCode;category;source
urineculture_routine_count;diagnosis;;domaine_clinique;diagnosis
meds_miscellaneousmedicalsupplies_devices_non_drug;diagnosis;;domaine_clinique;diagnosis
platelets_median;diagnosis;;domaine_clinique;diagnosis
lungexternl;diagnosis;J98.4;domaine_clinique;diagnosis
alanineaminotransferase_alt_max;diagnosis;;domaine_clinique;diagnosis
otheredcns;diagnosis;G96.9;domaine_clinique;diagnosis
screeningandhistoryofmentalhealthan;diagnosis;Z13.30;domaine_clinique;diagnosis
cc_facialinjury;diagnosis;S01.81;domaine_clinique;diagnosis
tsh_median;diagnosis;;domaine_clinique;diagnosis
pochematocrit_max;diagnosis;;domaine_clinique;diagnosis
cc_panicattack;diagnosis;F41.0;domaine_clinique;diagnosis
magnesium_max;diagnosis;;domaine_clinique;diagnosis
leukocytesua_count;diagnosis;;domaine_clinique;diagnosis
cc_homicidal;diagnosis;R45.850;domaine_clinique;diagnosis
pocph_median;diagnosis;;domaine_clinique;diagnosis
headachemig;diagnosis;G43.909;domaine_clinique;diagnosis
mpv_max;diagnosis;;domaine_clinique;diagnosis
epithelialcells_median;diagnosis;;domaine_clinique;diagnosis
cc_constipation;diagnosis;K59.00;domaine_clinique;diagnosis
respdistres;diagnosis;R06.00;domaine_clinique;diagnosis
cc_cardiacarrest;diagnosis;I46.9;domaine_clinique;diagnosis
otjointdx;diagnosis;M25.50;domaine_clinique;diagnosis
intobstruct;diagnosis;K56.69;domaine_clinique;diagnosis
pocsodium_median;diagnosis;;domaine_clinique;diagnosis
cc_hematuria;diagnosis;R31.9;domaine_clinique;diagnosis
co2_median;diagnosis;;domaine_clinique;diagnosis
othereardx;diagnosis;H93.90;domaine_clinique;diagnosis
triage_vital_sbp;diagnosis;;domaine_clinique;diagnosis
inducabortn;diagnosis;O04.9;domaine_clinique;diagnosis
mchc_max;diagnosis;;domaine_clinique;diagnosis
anc_absneutrophilcount_median;diagnosis;;domaine_clinique;diagnosis
liveborn;diagnosis;Z38.2;domaine_clinique;diagnosis
aniongap_last;diagnosis;;domaine_clinique;diagnosis
baseexcess_poc_min;diagnosis;;domaine_clinique;diagnosis
monosabs_min;diagnosis;;domaine_clinique;diagnosis
rbc_max;diagnosis;;domaine_clinique;diagnosis
meds_diuretics;diagnosis;;domaine_clinique;diagnosis
otherinjury;diagnosis;T14.90;domaine_clinique;diagnosis
lymphs_median;diagnosis;;domaine_clinique;diagnosis
pco2_venous_poc_median;diagnosis;;domaine_clinique;diagnosis
cc_lossofconsciousness;diagnosis;R55;domaine_clinique;diagnosis
cc_shoulderinjury;diagnosis;S43.90;domaine_clinique;diagnosis
egfr_min;diagnosis;;domaine_clinique;diagnosis
rbc_hpf_last;diagnosis;;domaine_clinique;diagnosis
race;diagnosis;;domaine_clinique;diagnosis
phencyclidine_pcp_screen_urine_noconf_max;diagnosis;;domaine_clinique;diagnosis
lateeffcvd;diagnosis;I25.10;domaine_clinique;diagnosis
otrespirca;diagnosis;J98.4;domaine_clinique;diagnosis
egfr_nonafricanamerican_last;diagnosis;;domaine_clinique;diagnosis
calculatedo2saturation_poc_max;diagnosis;;domaine_clinique;diagnosis
troponint_median;diagnosis;;domaine_clinique;diagnosis
cc_abdominalpain;diagnosis;R10.9;domaine_clinique;diagnosis
poisonpsych;diagnosis;T50.904;domaine_clinique;diagnosis
poctroponini_min;diagnosis;;domaine_clinique;diagnosis
lymphenlarg;diagnosis;R59.0;domaine_clinique;diagnosis
pco2_poc_min;diagnosis;;domaine_clinique;diagnosis
hivinfectn;diagnosis;B24;domaine_clinique;diagnosis
arrivalhour_bin;diagnosis;;domaine_clinique;diagnosis
potassium_last;diagnosis;;domaine_clinique;diagnosis
cc_breastpain;diagnosis;N64.4;domaine_clinique;diagnosis
otdxkidney;diagnosis;N28.9;domaine_clinique;diagnosis
gender;diagnosis;;domaine_clinique;diagnosis
glucose_meter_median;diagnosis;;domaine_clinique;diagnosis
hematocrit_last;diagnosis;;domaine_clinique;diagnosis
cc_confusion;diagnosis;R41.0;domaine_clinique;diagnosis
egfr_max;diagnosis;;domaine_clinique;diagnosis
cc_hallucinations;diagnosis;R44.3;domaine_clinique;diagnosis
cc_pelvicpain;diagnosis;R10.2;domaine_clinique;diagnosis
cc_kneeinjury;diagnosis;S89.90;domaine_clinique;diagnosis
troponini_poc_last;diagnosis;;domaine_clinique;diagnosis
proteintotal_last;diagnosis;;domaine_clinique;diagnosis
meds_antiinfectives_miscellaneous;diagnosis;;domaine_clinique;diagnosis
cc_other;diagnosis;R69;domaine_clinique;diagnosis
rehab;diagnosis;Z51.89;domaine_clinique;diagnosis
lipase_last;diagnosis;;domaine_clinique;diagnosis
pocionizedcalcium_median;diagnosis;;domaine_clinique;diagnosis
cc_abnormallab;diagnosis;R79.9;domaine_clinique;diagnosis
cc_respiratorydistress;diagnosis;R06.00;domaine_clinique;diagnosis
immaturegranulocytes_min;diagnosis;;domaine_clinique;diagnosis
sbp_median;diagnosis;;domaine_clinique;diagnosis
cc_skinproblem;diagnosis;L98.9;domaine_clinique;diagnosis
nrbcabsolute_min;diagnosis;;domaine_clinique;diagnosis
cc_drugproblem;diagnosis;F19.10;domaine_clinique;diagnosis
monocytes_last;diagnosis;;domaine_clinique;diagnosis
lymphs_last;diagnosis;;domaine_clinique;diagnosis
b_typenatriureticpeptide_pro_probnp_min;diagnosis;;domaine_clinique;diagnosis
cc_unresponsive;diagnosis;R40.20;domaine_clinique;diagnosis
cc_gibleeding;diagnosis;K92.2;domaine_clinique;diagnosis
otendodsor;diagnosis;K08.8;domaine_clinique;diagnosis
cc_assaultvictim;diagnosis;T74.9;domaine_clinique;diagnosis
meds_sedative_hypnotics;diagnosis;;domaine_clinique;diagnosis
cc_abdominalcramping;diagnosis;R10.819;domaine_clinique;diagnosis
magnesium_last;diagnosis;;domaine_clinique;diagnosis
cc_jawpain;diagnosis;R68.84;domaine_clinique;diagnosis
calculatedhco3_poc_i_last;diagnosis;;domaine_clinique;diagnosis
monocytes_min;diagnosis;;domaine_clinique;diagnosis
pathologfx;diagnosis;M84.4;domaine_clinique;diagnosis
egfr_last;diagnosis;;domaine_clinique;diagnosis
otfemalgen;diagnosis;N99.8;domaine_clinique;diagnosis
insurance_status;diagnosis;;domaine_clinique;diagnosis
dbp_max;diagnosis;;domaine_clinique;diagnosis
o2_device_median;diagnosis;;domaine_clinique;diagnosis
hodgkinsds;diagnosis;C81.90;domaine_clinique;diagnosis
cc_headache_recurrentorknowndxmigraines;diagnosis;G43.909;domaine_clinique;diagnosis
weekday_num;diagnosis;;domaine_clinique;diagnosis
pco2_venous_poc_min;diagnosis;;domaine_clinique;diagnosis
leukemias;diagnosis;C95.90;domaine_clinique;diagnosis
maintchemr;diagnosis;Z79.899;domaine_clinique;diagnosis
phosphorus_max;diagnosis;;domaine_clinique;diagnosis
cc_extremityweakness;diagnosis;G83.81;domaine_clinique;diagnosis
glucoseua_npos;diagnosis;;domaine_clinique;diagnosis
meds_antihistamines;diagnosis;;domaine_clinique;diagnosis
alanineaminotransferase_alt_median;diagnosis;;domaine_clinique;diagnosis
othergidx;diagnosis;K92.9;domaine_clinique;diagnosis
arrivalmonth;diagnosis;;domaine_clinique;diagnosis
rbc_hpf_min;diagnosis;;domaine_clinique;diagnosis
cc_tickremoval;diagnosis;T88.7;domaine_clinique;diagnosis
cc_medicationrefill;diagnosis;Z76.0;domaine_clinique;diagnosis
mouthdx;diagnosis;K14.8;domaine_clinique;diagnosis
bloodua_npos;diagnosis;;domaine_clinique;diagnosis
glucose_meter_max;diagnosis;;domaine_clinique;diagnosis
po2_venous_poc_max;diagnosis;;domaine_clinique;diagnosis
cc_suicidal;diagnosis;R45.851;domaine_clinique;diagnosis
o2satcalculated_venous_poc_median;diagnosis;;domaine_clinique;diagnosis
cc_skinirritation;diagnosis;L29.9;domaine_clinique;diagnosis
meds_antivirals;diagnosis;;domaine_clinique;diagnosis
meds_cardiacdrugs;diagnosis;;domaine_clinique;diagnosis
otbonedx;diagnosis;M89.9;domaine_clinique;diagnosis
uti;diagnosis;N39.0;domaine_clinique;diagnosis
bilirubintotal_max;diagnosis;;domaine_clinique;diagnosis
urinecolour_max;diagnosis;;domaine_clinique;diagnosis
baseexcess_venous_poc_median;diagnosis;;domaine_clinique;diagnosis
alt_poc_last;diagnosis;;domaine_clinique;diagnosis
urineclarity_min;diagnosis;;domaine_clinique;diagnosis
pco2_min;diagnosis;;domaine_clinique;diagnosis
mchc_median;diagnosis;;domaine_clinique;diagnosis
meds_antianemics;diagnosis;;domaine_clinique;diagnosis
cc_dysuria;diagnosis;R30.0;domaine_clinique;diagnosis
cc_backpain;diagnosis;M54.5;domaine_clinique;diagnosis
cc_handinjury;diagnosis;S69.90;domaine_clinique;diagnosis
dbp_median;diagnosis;;domaine_clinique;diagnosis
pco2_last;diagnosis;;domaine_clinique;diagnosis
pocbun_min;diagnosis;;domaine_clinique;diagnosis
neuts_median;diagnosis;;domaine_clinique;diagnosis
egfr_nonafricanamerican_max;diagnosis;;domaine_clinique;diagnosis
cc_insectbite;diagnosis;T63.4;domaine_clinique;diagnosis
mpv_median;diagnosis;;domaine_clinique;diagnosis
baseexcess_poc_last;diagnosis;;domaine_clinique;diagnosis
cc_depression;diagnosis;F32.9;domaine_clinique;diagnosis
socialadmin;diagnosis;Z60.0;domaine_clinique;diagnosis
po2_venous_poc_median;diagnosis;;domaine_clinique;diagnosis
cc_thumbinjury;diagnosis;S69.90;domaine_clinique;diagnosis
meds_unclassifieddrugproducts;diagnosis;;domaine_clinique;diagnosis
bilirubintotal_median;diagnosis;;domaine_clinique;diagnosis
phencyclidine_pcp_screen_urine_noconf_last;diagnosis;;domaine_clinique;diagnosis
pochematocrit_median;diagnosis;;domaine_clinique;diagnosis
cc_motorcyclecrash;diagnosis;V29.9;domaine_clinique;diagnosis
mcv_median;diagnosis;;domaine_clinique;diagnosis
tsh_max;diagnosis;;domaine_clinique;diagnosis
pocph_last;diagnosis;;domaine_clinique;diagnosis
immaturegranulocytes_last;diagnosis;;domaine_clinique;diagnosis
baseexcess_venous_poc_last;diagnosis;;domaine_clinique;diagnosis
impulsecontroldisordersnec;diagnosis;F63.9;domaine_clinique;diagnosis
perintjaund;diagnosis;P59.9;domaine_clinique;diagnosis
